date,item_name,category,quantity,sales_amount,cost,profit,cost_per_unit
2025-11-06,Paper Pack,Paper,1,241.3,162.69,78.61,162.69
2025-11-06,Highlighter,Writing,1,22.65,17.69,4.96,17.69
2025-11-07,Pen,Writing,5,63.24,42.67,20.57,8.53
2025-11-07,Notebook,Books,1,37.97,30.41,7.56,30.41
2025-11-07,Pencil,Writing,3,35.27,23.77,11.5,7.92
2025-11-07,Eraser,Writing,2,6.92,5.41,1.52,2.7
2025-11-07,Tape,Accessories,2,77.68,59.21,18.47,29.6
2025-11-07,Folder,Storage,5,233.2,189.33,43.87,37.87
2025-11-07,Highlighter,Writing,3,63.2,49.01,14.19,16.34
2025-11-08,Pen,Writing,3,26.07,20.44,5.63,6.81
2025-11-08,Pencil,Writing,2,19.8,14.41,5.39,7.21
2025-11-08,Stapler,Accessories,3,398.29,300.11,98.18,100.04
2025-11-08,Folder,Storage,4,251.06,173.89,77.17,43.47
2025-11-08,Paper Pack,Paper,2,445.94,349.76,96.17,174.88
2025-11-08,Highlighter,Writing,4,98.24,74.34,23.89,18.59
2025-11-09,Pen,Writing,4,40.82,30.26,10.55,7.57
2025-11-09,Notebook,Books,1,63.59,47.91,15.68,47.91
2025-11-09,Marker,Writing,4,117.48,90.97,26.51,22.74
2025-11-09,Stapler,Accessories,1,121.64,86.01,35.63,86.01
2025-11-09,Tape,Accessories,5,165.84,118.8,47.04,23.76
2025-11-09,Folder,Storage,5,210.32,170.96,39.35,34.19
2025-11-09,Paper Pack,Paper,2,445.59,346.53,99.06,173.26
2025-11-09,Highlighter,Writing,5,119.05,82.37,36.68,16.47
2025-11-10,Notebook,Books,3,141.84,110.48,31.36,36.83
2025-11-10,Marker,Writing,2,71.11,53.26,17.85,26.63
2025-11-10,Paper Pack,Paper,5,879.85,646.51,233.34,129.3
2025-11-10,Highlighter,Writing,3,81.58,60.46,21.11,20.15
2025-11-11,Pen,Writing,4,59.04,39.67,19.37,9.92
2025-11-11,Notebook,Books,1,76.59,55.37,21.22,55.37
2025-11-11,Marker,Writing,4,108.37,82.41,25.96,20.6
2025-11-11,Tape,Accessories,5,172.7,133.62,39.09,26.72
2025-11-11,Folder,Storage,1,52.41,37.43,14.98,37.43
2025-11-11,Paper Pack,Paper,5,1014.55,778.7,235.86,155.74
2025-11-11,Highlighter,Writing,4,63.48,44.86,18.62,11.22
2025-11-12,Pen,Writing,2,21.15,14.21,6.94,7.1
2025-11-12,Notebook,Books,4,338.17,232.0,106.17,58.0
2025-11-12,Pencil,Writing,4,35.75,29.22,6.53,7.31
2025-11-12,Eraser,Writing,5,34.18,23.01,11.18,4.6
2025-11-12,Stapler,Accessories,4,684.61,553.21,131.4,138.3
2025-11-12,Tape,Accessories,2,68.83,49.01,19.82,24.5
2025-11-12,Folder,Storage,2,98.04,78.07,19.97,39.04
2025-11-12,Paper Pack,Paper,5,751.45,609.03,142.43,121.81
2025-11-13,Notebook,Books,4,301.11,209.8,91.3,52.45
2025-11-13,Marker,Writing,2,61.8,45.17,16.63,22.59
2025-11-13,Eraser,Writing,3,16.04,12.51,3.53,4.17
2025-11-13,Tape,Accessories,5,141.85,111.93,29.93,22.39
2025-11-13,Folder,Storage,5,291.9,223.63,68.27,44.73
2025-11-13,Paper Pack,Paper,1,209.71,143.39,66.31,143.39
2025-11-14,Pen,Writing,1,7.08,5.83,1.25,5.83
2025-11-14,Marker,Writing,4,151.69,102.24,49.45,25.56
2025-11-14,Pencil,Writing,4,39.57,29.11,10.46,7.28
2025-11-14,Eraser,Writing,1,3.47,2.57,0.9,2.57
2025-11-14,Stapler,Accessories,2,332.38,275.01,57.36,137.51
2025-11-14,Folder,Storage,5,349.45,236.76,112.69,47.35
2025-11-14,Paper Pack,Paper,4,644.68,492.06,152.61,123.02
2025-11-14,Highlighter,Writing,1,25.49,21.19,4.29,21.19
2025-11-15,Pen,Writing,3,39.03,28.99,10.04,9.66
2025-11-15,Pencil,Writing,1,9.01,6.38,2.63,6.38
2025-11-15,Eraser,Writing,5,23.08,16.26,6.82,3.25
2025-11-15,Stapler,Accessories,1,164.79,111.1,53.69,111.1
2025-11-15,Tape,Accessories,2,117.14,79.9,37.24,39.95
2025-11-15,Paper Pack,Paper,2,513.2,399.59,113.61,199.79
2025-11-16,Pen,Writing,5,48.38,32.81,15.56,6.56
2025-11-16,Folder,Storage,1,61.75,46.02,15.73,46.02
2025-11-16,Paper Pack,Paper,5,1036.49,728.21,308.27,145.64
2025-11-17,Pen,Writing,5,38.74,27.31,11.44,5.46
2025-11-17,Notebook,Books,2,102.44,82.37,20.07,41.19
2025-11-17,Marker,Writing,5,176.81,131.3,45.51,26.26
2025-11-17,Eraser,Writing,3,19.84,13.54,6.29,4.51
2025-11-17,Tape,Accessories,5,127.52,105.63,21.88,21.13
2025-11-17,Folder,Storage,1,45.98,35.96,10.03,35.96
2025-11-17,Paper Pack,Paper,1,203.08,161.17,41.91,161.17
2025-11-17,Highlighter,Writing,2,52.31,43.37,8.93,21.69
2025-11-18,Notebook,Books,3,204.52,162.71,41.81,54.24
2025-11-18,Marker,Writing,5,126.19,86.73,39.46,17.35
2025-11-18,Stapler,Accessories,1,153.58,126.99,26.6,126.99
2025-11-18,Paper Pack,Paper,5,1242.39,907.91,334.48,181.58
2025-11-19,Pen,Writing,4,44.96,31.56,13.41,7.89
2025-11-19,Marker,Writing,3,72.49,52.76,19.73,17.59
2025-11-19,Pencil,Writing,3,14.88,10.4,4.48,3.47
2025-11-19,Stapler,Accessories,1,170.39,119.87,50.52,119.87
2025-11-19,Tape,Accessories,3,141.53,95.58,45.95,31.86
2025-11-19,Paper Pack,Paper,2,490.79,383.61,107.18,191.8
2025-11-20,Pen,Writing,3,32.97,23.41,9.56,7.8
2025-11-20,Marker,Writing,4,106.95,88.77,18.18,22.19
2025-11-20,Pencil,Writing,5,30.72,24.17,6.55,4.83
2025-11-20,Eraser,Writing,5,17.14,12.17,4.97,2.43
2025-11-20,Stapler,Accessories,5,1017.74,744.93,272.81,148.99
2025-11-20,Folder,Storage,5,293.21,241.04,52.17,48.21
2025-11-20,Paper Pack,Paper,1,265.31,194.69,70.62,194.69
2025-11-20,Highlighter,Writing,4,128.37,97.58,30.79,24.39
2025-11-21,Pen,Writing,5,60.43,47.87,12.57,9.57
2025-11-21,Marker,Writing,4,99.22,69.84,29.39,17.46
2025-11-21,Pencil,Writing,2,15.01,11.99,3.02,6.0
2025-11-21,Stapler,Accessories,1,118.71,89.0,29.7,89.0
2025-11-21,Paper Pack,Paper,2,459.97,359.74,100.23,179.87
2025-11-22,Notebook,Books,5,295.14,208.73,86.41,41.75
2025-11-22,Eraser,Writing,3,9.81,6.93,2.88,2.31
2025-11-22,Stapler,Accessories,5,903.04,700.27,202.77,140.05
2025-11-22,Folder,Storage,2,96.62,67.05,29.57,33.53
2025-11-22,Highlighter,Writing,2,50.14,38.97,11.17,19.49
2025-11-23,Notebook,Books,3,225.09,166.72,58.37,55.57
2025-11-23,Pencil,Writing,5,27.22,20.48,6.73,4.1
2025-11-23,Tape,Accessories,1,31.56,24.67,6.88,24.67
2025-11-23,Folder,Storage,5,321.43,248.29,73.14,49.66
2025-11-23,Paper Pack,Paper,5,1269.55,996.29,273.27,199.26
2025-11-23,Highlighter,Writing,3,39.2,30.94,8.26,10.31
2025-11-24,Pen,Writing,4,39.63,29.62,10.01,7.41
2025-11-24,Notebook,Books,3,167.21,112.81,54.39,37.6
2025-11-24,Pencil,Writing,2,12.99,9.81,3.17,4.91
2025-11-24,Stapler,Accessories,4,760.11,584.35,175.76,146.09
2025-11-24,Tape,Accessories,1,34.78,28.1,6.68,28.1
2025-11-24,Paper Pack,Paper,5,886.65,663.31,223.34,132.66
2025-11-25,Notebook,Books,1,62.66,47.05,15.61,47.05
2025-11-25,Marker,Writing,2,73.23,50.41,22.82,25.2
2025-11-25,Pencil,Writing,2,8.65,7.18,1.47,3.59
2025-11-25,Eraser,Writing,1,3.99,2.75,1.24,2.75
2025-11-25,Stapler,Accessories,5,724.28,547.39,176.89,109.48
2025-11-25,Tape,Accessories,1,49.79,37.64,12.15,37.64
2025-11-25,Folder,Storage,2,70.05,50.46,19.59,25.23
2025-11-25,Paper Pack,Paper,4,706.62,541.99,164.63,135.5
2025-11-25,Highlighter,Writing,2,54.65,45.18,9.47,22.59
2025-11-26,Marker,Writing,5,163.24,124.03,39.21,24.81
2025-11-26,Eraser,Writing,2,9.2,6.74,2.46,3.37
2025-11-26,Tape,Accessories,3,95.71,72.6,23.1,24.2
2025-11-26,Folder,Storage,1,54.15,37.59,16.56,37.59
2025-11-26,Paper Pack,Paper,3,795.85,563.7,232.14,187.9
2025-11-26,Highlighter,Writing,5,159.79,116.37,43.42,23.27
2025-11-27,Pen,Writing,5,44.85,36.97,7.89,7.39
2025-11-27,Notebook,Books,1,66.63,54.33,12.29,54.33
2025-11-27,Stapler,Accessories,1,175.45,122.63,52.82,122.63
2025-11-27,Tape,Accessories,5,147.38,111.38,36.01,22.28
2025-11-27,Highlighter,Writing,4,76.31,58.96,17.35,14.74
2025-11-28,Notebook,Books,5,332.52,265.88,66.64,53.18
2025-11-28,Eraser,Writing,1,3.2,2.37,0.83,2.37
2025-11-28,Stapler,Accessories,2,316.59,250.7,65.9,125.35
2025-11-28,Tape,Accessories,4,235.87,157.51,78.37,39.38
2025-11-28,Highlighter,Writing,3,45.36,32.85,12.51,10.95
2025-11-29,Pen,Writing,3,40.39,27.4,12.99,9.13
2025-11-29,Pencil,Writing,4,22.67,18.3,4.37,4.57
2025-11-29,Eraser,Writing,5,14.41,11.93,2.48,2.39
2025-11-29,Paper Pack,Paper,3,509.05,422.21,86.84,140.74
2025-11-29,Highlighter,Writing,5,101.1,76.4,24.7,15.28
2025-11-30,Pen,Writing,5,53.84,42.73,11.11,8.55
2025-11-30,Notebook,Books,3,168.4,130.25,38.15,43.42
2025-11-30,Marker,Writing,5,178.75,133.8,44.95,26.76
2025-11-30,Tape,Accessories,4,176.04,128.69,47.35,32.17
2025-11-30,Highlighter,Writing,1,29.24,20.58,8.66,20.58
2025-12-01,Pen,Writing,3,24.27,16.44,7.84,5.48
2025-12-01,Notebook,Books,4,269.22,210.78,58.43,52.7
2025-12-01,Pencil,Writing,1,9.25,6.36,2.88,6.36
2025-12-01,Eraser,Writing,4,23.09,16.12,6.96,4.03
2025-12-01,Stapler,Accessories,2,329.61,261.21,68.4,130.61
2025-12-01,Tape,Accessories,4,169.89,127.13,42.76,31.78
2025-12-01,Paper Pack,Paper,4,750.39,552.84,197.55,138.21
2025-12-02,Pen,Writing,2,19.82,13.78,6.04,6.89
2025-12-02,Eraser,Writing,2,8.76,7.2,1.55,3.6
2025-12-02,Stapler,Accessories,2,233.94,165.74,68.2,82.87
2025-12-02,Tape,Accessories,5,206.5,170.75,35.75,34.15
2025-12-02,Paper Pack,Paper,1,182.15,129.02,53.13,129.02
2025-12-03,Marker,Writing,4,127.97,98.57,29.41,24.64
2025-12-03,Eraser,Writing,4,24.25,19.38,4.86,4.85
2025-12-03,Tape,Accessories,3,107.42,74.29,33.14,24.76
2025-12-03,Folder,Storage,2,79.92,56.49,23.42,28.25
2025-12-03,Paper Pack,Paper,1,193.6,140.0,53.6,140.0
2025-12-03,Highlighter,Writing,2,44.75,34.58,10.17,17.29
2025-12-04,Pen,Writing,1,12.76,8.69,4.07,8.69
2025-12-04,Notebook,Books,3,249.1,175.55,73.54,58.52
2025-12-04,Marker,Writing,4,97.57,74.38,23.19,18.6
2025-12-04,Pencil,Writing,5,53.57,39.4,14.17,7.88
2025-12-04,Stapler,Accessories,5,816.79,661.88,154.91,132.38
2025-12-04,Tape,Accessories,2,104.71,79.53,25.18,39.77
2025-12-04,Folder,Storage,4,284.44,191.06,93.37,47.77
2025-12-04,Paper Pack,Paper,4,1026.89,717.54,309.35,179.38
2025-12-04,Highlighter,Writing,3,41.44,30.81,10.62,10.27
2025-12-05,Pen,Writing,2,22.03,17.31,4.72,8.66
2025-12-05,Notebook,Books,1,80.55,53.82,26.74,53.82
2025-12-05,Eraser,Writing,5,20.23,13.93,6.29,2.79
2025-12-05,Stapler,Accessories,2,371.87,268.97,102.9,134.49
2025-12-05,Folder,Storage,5,226.85,163.82,63.03,32.76
2025-12-05,Highlighter,Writing,2,42.88,32.46,10.42,16.23
2025-12-06,Pen,Writing,1,10.55,8.54,2.0,8.54
2025-12-06,Notebook,Books,3,151.66,118.88,32.77,39.63
2025-12-06,Marker,Writing,5,131.83,89.76,42.07,17.95
2025-12-06,Pencil,Writing,3,16.57,11.72,4.85,3.91
2025-12-06,Eraser,Writing,3,16.6,12.1,4.5,4.03
2025-12-06,Stapler,Accessories,1,147.12,109.44,37.68,109.44
2025-12-06,Tape,Accessories,3,99.47,66.49,32.98,22.16
2025-12-06,Highlighter,Writing,3,60.43,43.43,17.0,14.48
2025-12-07,Pen,Writing,1,10.49,8.65,1.84,8.65
2025-12-07,Notebook,Books,1,38.08,30.05,8.03,30.05
2025-12-07,Marker,Writing,4,87.73,68.96,18.78,17.24
2025-12-07,Eraser,Writing,2,5.11,4.12,0.99,2.06
2025-12-07,Tape,Accessories,2,71.37,55.11,16.26,27.56
2025-12-07,Paper Pack,Paper,3,629.32,524.06,105.26,174.69
2025-12-08,Pen,Writing,2,21.24,16.64,4.6,8.32
2025-12-08,Notebook,Books,1,48.85,39.16,9.68,39.16
2025-12-08,Marker,Writing,5,202.08,142.36,59.72,28.47
2025-12-08,Pencil,Writing,2,15.05,11.63,3.42,5.81
2025-12-08,Eraser,Writing,2,13.8,9.57,4.22,4.79
2025-12-08,Stapler,Accessories,5,932.05,714.23,217.82,142.85
2025-12-08,Tape,Accessories,2,112.87,79.02,33.85,39.51
2025-12-08,Folder,Storage,4,160.67,120.3,40.37,30.07
2025-12-08,Highlighter,Writing,5,147.67,102.71,44.97,20.54
2025-12-09,Notebook,Books,1,55.7,39.84,15.86,39.84
2025-12-09,Pencil,Writing,5,33.61,24.0,9.61,4.8
2025-12-09,Eraser,Writing,3,19.46,13.18,6.28,4.39
2025-12-09,Tape,Accessories,4,149.55,99.78,49.77,24.94
2025-12-09,Folder,Storage,1,68.55,49.53,19.02,49.53
2025-12-09,Highlighter,Writing,3,77.38,64.13,13.25,21.38
2025-12-10,Notebook,Books,4,226.62,163.81,62.81,40.95
2025-12-10,Pencil,Writing,3,13.83,10.04,3.78,3.35
2025-12-10,Eraser,Writing,2,9.36,7.06,2.31,3.53
2025-12-10,Stapler,Accessories,1,117.33,92.55,24.78,92.55
2025-12-10,Tape,Accessories,3,109.78,79.76,30.02,26.59
2025-12-10,Paper Pack,Paper,2,510.66,347.56,163.1,173.78
2025-12-10,Highlighter,Writing,4,99.65,81.59,18.05,20.4
2025-12-11,Pen,Writing,5,66.53,45.91,20.62,9.18
2025-12-11,Pencil,Writing,5,44.35,34.71,9.64,6.94
2025-12-11,Stapler,Accessories,4,691.97,484.14,207.83,121.03
2025-12-12,Stapler,Accessories,1,192.76,132.27,60.49,132.27
2025-12-12,Tape,Accessories,1,42.81,33.92,8.88,33.92
2025-12-12,Folder,Storage,5,282.42,228.16,54.25,45.63
2025-12-13,Pen,Writing,5,59.93,45.08,14.85,9.02
2025-12-13,Marker,Writing,3,83.07,60.09,22.98,20.03
2025-12-13,Pencil,Writing,4,17.51,14.5,3.02,3.62
2025-12-13,Eraser,Writing,1,6.15,4.26,1.89,4.26
2025-12-13,Stapler,Accessories,2,363.02,250.53,112.49,125.26
2025-12-13,Tape,Accessories,1,42.57,29.79,12.77,29.79
2025-12-13,Paper Pack,Paper,1,197.48,162.47,35.01,162.47
2025-12-13,Highlighter,Writing,1,18.56,15.43,3.13,15.43
2025-12-14,Stapler,Accessories,3,363.17,272.83,90.34,90.94
2025-12-14,Tape,Accessories,2,83.24,63.23,20.01,31.61
2025-12-14,Folder,Storage,3,140.44,112.52,27.92,37.51
2025-12-14,Paper Pack,Paper,5,934.83,668.27,266.55,133.65
2025-12-15,Pen,Writing,4,47.15,33.42,13.73,8.35
2025-12-15,Notebook,Books,4,180.77,130.82,49.95,32.71
2025-12-15,Marker,Writing,3,98.44,78.58,19.86,26.19
2025-12-15,Pencil,Writing,4,31.77,23.79,7.97,5.95
2025-12-15,Tape,Accessories,2,107.59,74.0,33.59,37.0
2025-12-15,Folder,Storage,5,181.56,151.16,30.4,30.23
2025-12-15,Paper Pack,Paper,4,802.85,601.59,201.26,150.4
2025-12-16,Pen,Writing,3,20.65,17.0,3.65,5.67
2025-12-16,Marker,Writing,1,23.66,17.25,6.41,17.25
2025-12-16,Pencil,Writing,2,7.58,6.12,1.46,3.06
2025-12-16,Eraser,Writing,3,14.74,12.28,2.46,4.09
2025-12-16,Tape,Accessories,3,80.34,62.78,17.57,20.93
2025-12-16,Folder,Storage,4,166.44,124.67,41.77,31.17
2025-12-16,Paper Pack,Paper,3,635.96,520.62,115.34,173.54
2025-12-17,Pen,Writing,4,35.52,28.32,7.19,7.08
2025-12-17,Marker,Writing,1,37.55,26.78,10.77,26.78
2025-12-17,Pencil,Writing,3,23.18,15.62,7.55,5.21
2025-12-17,Eraser,Writing,1,3.77,2.59,1.17,2.59
2025-12-17,Stapler,Accessories,5,1083.37,736.77,346.61,147.35
2025-12-17,Tape,Accessories,3,144.19,117.2,26.99,39.07
2025-12-17,Folder,Storage,3,96.4,76.14,20.26,25.38
2025-12-17,Paper Pack,Paper,4,731.42,496.77,234.65,124.19
2025-12-18,Notebook,Books,2,147.53,99.22,48.31,49.61
2025-12-18,Marker,Writing,5,110.42,83.28,27.14,16.66
2025-12-18,Pencil,Writing,3,25.15,20.49,4.66,6.83
2025-12-18,Eraser,Writing,2,7.34,5.09,2.25,2.54
2025-12-18,Stapler,Accessories,5,914.82,728.5,186.31,145.7
2025-12-18,Paper Pack,Paper,1,192.85,145.29,47.56,145.29
2025-12-18,Highlighter,Writing,2,56.22,39.95,16.27,19.98
2025-12-19,Notebook,Books,4,295.76,229.91,65.84,57.48
2025-12-19,Marker,Writing,2,63.48,43.56,19.92,21.78
2025-12-19,Pencil,Writing,4,25.34,17.04,8.3,4.26
2025-12-19,Stapler,Accessories,5,615.42,456.97,158.45,91.39
2025-12-19,Paper Pack,Paper,2,324.78,243.6,81.18,121.8
2025-12-20,Pencil,Writing,1,6.91,5.03,1.88,5.03
2025-12-20,Eraser,Writing,4,14.13,9.64,4.49,2.41
2025-12-20,Stapler,Accessories,4,730.17,505.27,224.89,126.32
2025-12-20,Tape,Accessories,3,124.45,95.69,28.76,31.9
2025-12-21,Pen,Writing,5,38.04,27.28,10.76,5.46
2025-12-21,Notebook,Books,2,122.96,100.77,22.18,50.39
2025-12-21,Marker,Writing,3,79.15,56.56,22.58,18.85
2025-12-21,Pencil,Writing,1,9.2,6.28,2.92,6.28
2025-12-21,Eraser,Writing,5,34.96,23.79,11.18,4.76
2025-12-21,Stapler,Accessories,1,195.56,146.68,48.87,146.68
2025-12-21,Tape,Accessories,2,76.83,51.23,25.6,25.61
2025-12-21,Folder,Storage,5,191.07,146.6,44.47,29.32
2025-12-21,Paper Pack,Paper,2,343.35,265.38,77.97,132.69
2025-12-21,Highlighter,Writing,1,27.4,22.07,5.33,22.07
2025-12-22,Marker,Writing,3,100.0,83.13,16.86,27.71
2025-12-22,Pencil,Writing,5,45.67,33.51,12.16,6.7
2025-12-22,Eraser,Writing,1,4.1,3.1,0.99,3.1
2025-12-22,Stapler,Accessories,5,947.87,649.95,297.92,129.99
2025-12-22,Tape,Accessories,4,165.34,119.02,46.32,29.75
2025-12-22,Folder,Storage,1,37.85,28.87,8.98,28.87
2025-12-22,Paper Pack,Paper,5,1228.46,997.27,231.19,199.45
2025-12-22,Highlighter,Writing,4,115.78,85.54,30.23,21.39
2025-12-23,Notebook,Books,4,191.27,141.6,49.67,35.4
2025-12-23,Pencil,Writing,2,18.25,14.0,4.25,7.0
2025-12-23,Eraser,Writing,3,12.98,10.21,2.78,3.4
2025-12-23,Tape,Accessories,5,185.99,128.92,57.07,25.78
2025-12-23,Paper Pack,Paper,3,731.35,505.02,226.32,168.34
2025-12-23,Highlighter,Writing,5,124.31,91.0,33.31,18.2
2025-12-24,Pen,Writing,5,66.32,48.18,18.14,9.64
2025-12-24,Notebook,Books,5,237.68,179.54,58.14,35.91
2025-12-24,Marker,Writing,2,54.91,41.14,13.77,20.57
2025-12-24,Pencil,Writing,2,11.07,7.56,3.51,3.78
2025-12-24,Eraser,Writing,3,8.53,6.32,2.21,2.11
2025-12-24,Stapler,Accessories,2,202.53,161.83,40.7,80.92
2025-12-24,Folder,Storage,3,181.2,146.04,35.16,48.68
2025-12-24,Paper Pack,Paper,2,307.12,245.48,61.64,122.74
2025-12-24,Highlighter,Writing,3,84.26,61.95,22.31,20.65
2025-12-25,Pen,Writing,4,59.81,39.98,19.84,9.99
2025-12-25,Marker,Writing,2,61.58,47.56,14.02,23.78
2025-12-25,Pencil,Writing,5,40.92,30.16,10.77,6.03
2025-12-25,Eraser,Writing,1,3.36,2.79,0.57,2.79
2025-12-25,Stapler,Accessories,1,129.62,106.33,23.28,106.33
2025-12-25,Folder,Storage,1,69.81,48.2,21.62,48.2
2025-12-25,Paper Pack,Paper,1,244.8,171.85,72.94,171.85
2025-12-26,Marker,Writing,5,174.3,135.45,38.85,27.09
2025-12-26,Eraser,Writing,2,11.07,9.08,1.99,4.54
2025-12-26,Stapler,Accessories,4,765.18,567.34,197.84,141.83
2025-12-26,Tape,Accessories,5,241.17,170.08,71.09,34.02
2025-12-27,Notebook,Books,2,96.53,77.05,19.48,38.52
2025-12-27,Pencil,Writing,4,29.47,19.72,9.75,4.93
2025-12-27,Eraser,Writing,1,3.14,2.36,0.77,2.36
2025-12-27,Stapler,Accessories,3,436.01,327.94,108.07,109.31
2025-12-27,Tape,Accessories,3,85.67,61.85,23.83,20.62
2025-12-27,Paper Pack,Paper,1,177.13,128.08,49.04,128.08
2025-12-27,Highlighter,Writing,1,18.75,12.6,6.14,12.6
2025-12-28,Notebook,Books,1,60.43,42.53,17.9,42.53
2025-12-28,Marker,Writing,4,95.85,75.19,20.65,18.8
2025-12-28,Pencil,Writing,5,43.09,34.8,8.29,6.96
2025-12-28,Eraser,Writing,1,6.87,4.72,2.14,4.72
2025-12-28,Stapler,Accessories,4,663.19,469.87,193.32,117.47
2025-12-28,Tape,Accessories,5,176.21,123.06,53.15,24.61
2025-12-28,Folder,Storage,2,117.4,90.6,26.8,45.3
2025-12-28,Paper Pack,Paper,5,1108.88,826.58,282.3,165.32
2025-12-28,Highlighter,Writing,3,47.29,38.32,8.97,12.77
2025-12-29,Pen,Writing,1,10.48,7.55,2.93,7.55
2025-12-29,Notebook,Books,4,209.03,168.43,40.61,42.11
2025-12-29,Marker,Writing,1,24.82,17.37,7.46,17.37
2025-12-29,Pencil,Writing,4,20.4,14.94,5.46,3.73
2025-12-29,Stapler,Accessories,5,726.37,582.68,143.69,116.54
2025-12-29,Paper Pack,Paper,4,974.09,689.48,284.61,172.37
2025-12-29,Highlighter,Writing,4,78.72,58.84,19.88,14.71
2025-12-30,Pen,Writing,2,18.64,14.17,4.47,7.08
2025-12-30,Notebook,Books,1,57.88,47.5,10.38,47.5
2025-12-30,Pencil,Writing,2,18.72,15.44,3.28,7.72
2025-12-30,Eraser,Writing,5,31.53,21.97,9.56,4.39
2025-12-30,Stapler,Accessories,5,889.24,698.77,190.47,139.75
2025-12-30,Folder,Storage,2,80.23,59.27,20.96,29.64
2025-12-31,Pen,Writing,1,8.89,7.35,1.53,7.35
2025-12-31,Marker,Writing,5,109.56,79.84,29.72,15.97
2025-12-31,Eraser,Writing,2,12.94,9.01,3.92,4.51
2025-12-31,Paper Pack,Paper,4,897.5,687.71,209.8,171.93
2026-01-01,Pen,Writing,2,14.84,10.04,4.79,5.02
2026-01-01,Notebook,Books,3,237.99,161.41,76.59,53.8
2026-01-01,Marker,Writing,1,42.96,29.0,13.96,29.0
2026-01-01,Eraser,Writing,4,23.07,16.28,6.79,4.07
2026-01-01,Tape,Accessories,4,139.82,111.64,28.18,27.91
2026-01-01,Paper Pack,Paper,4,680.49,524.81,155.67,131.2
2026-01-01,Highlighter,Writing,5,158.13,120.75,37.38,24.15
2026-01-02,Folder,Storage,2,89.88,71.41,18.47,35.7
2026-01-02,Paper Pack,Paper,2,352.34,243.12,109.21,121.56
2026-01-02,Highlighter,Writing,5,149.56,112.19,37.37,22.44
2026-01-03,Pen,Writing,1,7.19,5.19,2.0,5.19
2026-01-03,Marker,Writing,1,20.79,15.09,5.7,15.09
2026-01-03,Eraser,Writing,3,12.1,9.54,2.56,3.18
2026-01-03,Stapler,Accessories,2,306.72,250.1,56.62,125.05
2026-01-03,Folder,Storage,2,130.75,87.79,42.96,43.89
2026-01-03,Paper Pack,Paper,5,1356.39,945.57,410.81,189.11
2026-01-04,Pen,Writing,4,33.73,25.56,8.17,6.39
2026-01-04,Notebook,Books,2,122.22,93.89,28.33,46.94
2026-01-04,Marker,Writing,2,59.24,46.86,12.38,23.43
2026-01-04,Pencil,Writing,4,22.04,15.84,6.2,3.96
2026-01-04,Paper Pack,Paper,3,690.36,491.88,198.49,163.96
2026-01-05,Pen,Writing,5,48.83,35.74,13.09,7.15
2026-01-05,Notebook,Books,5,320.5,246.57,73.93,49.31
2026-01-05,Stapler,Accessories,4,676.13,515.02,161.11,128.76
2026-01-05,Paper Pack,Paper,1,240.62,171.39,69.23,171.39
2026-01-05,Highlighter,Writing,4,78.24,57.76,20.48,14.44
2026-01-06,Pen,Writing,1,9.4,6.87,2.53,6.87
2026-01-06,Notebook,Books,2,129.73,91.52,38.21,45.76
2026-01-06,Marker,Writing,2,63.6,46.78,16.82,23.39
2026-01-06,Pencil,Writing,1,7.54,5.49,2.05,5.49
2026-01-06,Eraser,Writing,1,2.74,2.25,0.49,2.25
2026-01-06,Stapler,Accessories,3,556.51,401.8,154.71,133.93
2026-01-06,Tape,Accessories,3,127.58,99.54,28.05,33.18
2026-01-06,Paper Pack,Paper,4,749.02,512.4,236.61,128.1
2026-01-06,Highlighter,Writing,5,68.22,53.11,15.11,10.62
2026-01-07,Pen,Writing,3,36.75,27.5,9.25,9.17
2026-01-07,Marker,Writing,1,35.5,25.54,9.96,25.54
2026-01-07,Eraser,Writing,5,31.47,24.64,6.83,4.93
2026-01-07,Stapler,Accessories,3,464.66,342.86,121.8,114.29
2026-01-07,Tape,Accessories,2,87.71,60.67,27.04,30.33
2026-01-07,Folder,Storage,2,137.9,91.99,45.92,45.99
2026-01-07,Paper Pack,Paper,5,1197.03,943.65,253.38,188.73
2026-01-07,Highlighter,Writing,3,104.11,71.51,32.6,23.84
2026-01-08,Notebook,Books,2,113.25,76.57,36.68,38.28
2026-01-08,Marker,Writing,2,51.45,37.99,13.46,18.99
2026-01-08,Pencil,Writing,3,20.69,14.55,6.14,4.85
2026-01-08,Folder,Storage,5,237.29,166.35,70.94,33.27
2026-01-08,Paper Pack,Paper,5,1237.79,850.01,387.78,170.0
2026-01-09,Pen,Writing,4,28.84,21.42,7.42,5.36
2026-01-09,Marker,Writing,1,32.07,21.77,10.3,21.77
2026-01-09,Eraser,Writing,2,10.72,7.46,3.26,3.73
2026-01-09,Stapler,Accessories,2,243.27,186.37,56.89,93.19
2026-01-09,Paper Pack,Paper,1,263.07,177.39,85.68,177.39
2026-01-09,Highlighter,Writing,3,44.23,31.88,12.34,10.63
2026-01-10,Pen,Writing,4,58.84,39.72,19.12,9.93
2026-01-10,Pencil,Writing,1,11.02,7.4,3.61,7.4
2026-01-10,Tape,Accessories,2,101.57,68.39,33.18,34.2
2026-01-10,Folder,Storage,5,296.48,211.2,85.28,42.24
2026-01-10,Paper Pack,Paper,4,918.27,656.71,261.56,164.18
